instance,size,class,level,seed_idx,status,objective,n_emergencies,n_outsourced,n_outsourced_infeasible,n_outsourced_economic,n_inserted,frac_outsourced,outsourcing,tw_penalty,completion_penalty,W,LAMBDA,PI_S,PI_C
010_C103,10,C,1,8,OPTIMAL,35.6712,1,1,1,0,0,1.0,35.6712,0.0,0.0,90,1.0,1,1.0
010_C103,10,C,1,9,OPTIMAL,32.0445,1,1,1,0,0,1.0,32.0445,0.0,0.0,90,1.0,1,1.0
010_C103,10,C,2,0,OPTIMAL,121.2316,2,2,2,0,0,1.0,121.2316,0.0,0.0,90,1.0,1,1.0
010_C103,10,C,2,1,OPTIMAL,115.4061,2,2,2,0,0,1.0,115.4061,0.0,0.0,90,1.0,1,1.0
010_C103,10,C,2,2,OPTIMAL,75.1344,2,2,2,0,0,1.0,75.1344,0.0,0.0,90,1.0,1,1.0
010_C103,10,C,2,3,OPTIMAL,64.0528,2,2,2,0,0,1.0,64.0528,0.0,0.0,90,1.0,1,1.0
010_C103,10,C,2,4,OPTIMAL,96.053,2,2,2,0,0,1.0,96.053,0.0,0.0,90,1.0,1,1.0
010_C103,10,C,2,5,OPTIMAL,52.6751,2,2,2,0,0,1.0,52.6751,0.0,0.0,90,1.0,1,1.0
010_C103,10,C,2,6,OPTIMAL,110.9684,2,2,2,0,0,1.0,110.9684,0.0,0.0,90,1.0,1,1.0
010_C103,10,C,2,7,OPTIMAL,60.3912,2,2,2,0,0,1.0,60.3912,0.0,0.0,90,1.0,1,1.0
010_C103,10,C,2,8,OPTIMAL,58.725,2,2,2,0,0,1.0,58.725,0.0,0.0,90,1.0,1,1.0
010_C103,10,C,2,9,OPTIMAL,122.757,2,2,2,0,0,1.0,122.757,0.0,0.0,90,1.0,1,1.0
010_C103,10,C,3,0,OPTIMAL,150.3293,3,3,3,0,0,1.0,150.3293,0.0,0.0,90,1.0,1,1.0
010_C103,10,C,3,1,OPTIMAL,131.7387,3,3,3,0,0,1.0,131.7387,0.0,0.0,90,1.0,1,1.0
010_C103,10,C,3,2,OPTIMAL,146.7235,3,3,3,0,0,1.0,146.7235,0.0,0.0,90,1.0,1,1.0
010_C103,10,C,3,3,OPTIMAL,123.3395,3,3,3,0,0,1.0,123.3395,0.0,0.0,90,1.0,1,1.0
010_C103,10,C,3,4,OPTIMAL,104.6115,3,3,3,0,0,1.0,104.6115,0.0,0.0,90,1.0,1,1.0
010_C103,10,C,3,5,OPTIMAL,131.8602,3,3,3,0,0,1.0,131.8602,0.0,0.0,90,1.0,1,1.0
010_C103,10,C,3,6,OPTIMAL,94.0271,3,3,3,0,0,1.0,94.0271,0.0,0.0,90,1.0,1,1.0
010_C103,10,C,3,7,OPTIMAL,161.3143,3,3,3,0,0,1.0,161.3143,0.0,0.0,90,1.0,1,1.0
010_C103,10,C,3,8,OPTIMAL,137.396,3,3,3,0,0,1.0,137.396,0.0,0.0,90,1.0,1,1.0
010_C103,10,C,3,9,OPTIMAL,96.0129,3,3,3,0,0,1.0,96.0129,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,1,0,OPTIMAL,25.108,1,1,0,1,0,1.0,25.108,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,1,1,OPTIMAL,28.2329,1,1,1,0,0,1.0,28.2329,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,1,2,OPTIMAL,40.1867,1,1,0,1,0,1.0,40.1867,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,1,3,OPTIMAL,57.6923,1,1,1,0,0,1.0,57.6923,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,1,4,OPTIMAL,60.9054,1,1,1,0,0,1.0,60.9054,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,1,5,OPTIMAL,73.5544,1,1,1,0,0,1.0,73.5544,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,1,6,OPTIMAL,17.4135,1,1,1,0,0,1.0,17.4135,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,1,7,OPTIMAL,37.4784,1,1,1,0,0,1.0,37.4784,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,1,8,OPTIMAL,35.6712,1,1,1,0,0,1.0,35.6712,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,1,9,OPTIMAL,32.0445,1,1,1,0,0,1.0,32.0445,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,2,0,OPTIMAL,121.2316,2,2,2,0,0,1.0,121.2316,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,2,1,OPTIMAL,115.4061,2,2,2,0,0,1.0,115.4061,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,2,2,OPTIMAL,75.1344,2,2,2,0,0,1.0,75.1344,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,2,3,OPTIMAL,64.0528,2,2,2,0,0,1.0,64.0528,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,2,4,OPTIMAL,96.053,2,2,2,0,0,1.0,96.053,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,2,5,OPTIMAL,52.6751,2,2,2,0,0,1.0,52.6751,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,2,6,OPTIMAL,110.9684,2,2,2,0,0,1.0,110.9684,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,2,7,OPTIMAL,60.3912,2,2,2,0,0,1.0,60.3912,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,2,8,OPTIMAL,58.725,2,2,2,0,0,1.0,58.725,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,2,9,OPTIMAL,122.757,2,2,2,0,0,1.0,122.757,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,3,0,OPTIMAL,150.3293,3,3,3,0,0,1.0,150.3293,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,3,1,OPTIMAL,131.7387,3,3,3,0,0,1.0,131.7387,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,3,2,OPTIMAL,146.7235,3,3,3,0,0,1.0,146.7235,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,3,3,OPTIMAL,123.3395,3,3,3,0,0,1.0,123.3395,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,3,4,OPTIMAL,104.6115,3,3,3,0,0,1.0,104.6115,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,3,5,OPTIMAL,131.8602,3,3,3,0,0,1.0,131.8602,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,3,6,OPTIMAL,94.0271,3,3,3,0,0,1.0,94.0271,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,3,7,OPTIMAL,161.3143,3,3,3,0,0,1.0,161.3143,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,3,8,OPTIMAL,137.396,3,3,3,0,0,1.0,137.396,0.0,0.0,90,1.0,1,1.0
010_C104,10,C,3,9,OPTIMAL,96.0129,3,3,3,0,0,1.0,96.0129,0.0,0.0,90,1.0,1,1.0
010_C105,10,C,1,0,OPTIMAL,6.4458,1,0,0,0,1,0.0,0.0,0.0,6.4458,90,1.0,1,1.0
010_C105,10,C,1,1,OPTIMAL,28.2329,1,1,1,0,0,1.0,28.2329,0.0,0.0,90,1.0,1,1.0
010_C105,10,C,1,2,OPTIMAL,7.8471,1,0,0,0,1,0.0,0.0,0.0,7.8471,90,1.0,1,1.0
010_C105,10,C,1,3,OPTIMAL,32.5475,1,0,0,0,1,0.0,0.0,0.0,32.5475,90,1.0,1,1.0
010_C105,10,C,1,4,OPTIMAL,60.9054,1,1,1,0,0,1.0,60.9054,0.0,0.0,90,1.0,1,1.0
010_C105,10,C,1,5,OPTIMAL,73.5544,1,1,1,0,0,1.0,73.5544,0.0,0.0,90,1.0,1,1.0
010_C105,10,C,1,6,OPTIMAL,17.4135,1,1,1,0,0,1.0,17.4135,0.0,0.0,90,1.0,1,1.0
010_C105,10,C,1,7,OPTIMAL,37.4784,1,1,1,0,0,1.0,37.4784,0.0,0.0,90,1.0,1,1.0
010_C105,10,C,1,8,OPTIMAL,5.5276,1,0,0,0,1,0.0,0.0,0.0,5.5276,90,1.0,1,1.0
010_C105,10,C,1,9,OPTIMAL,32.0445,1,1,1,0,0,1.0,32.0445,0.0,0.0,90,1.0,1,1.0
010_C105,10,C,2,0,OPTIMAL,121.2316,2,2,2,0,0,1.0,121.2316,0.0,0.0,90,1.0,1,1.0
010_C105,10,C,2,1,OPTIMAL,115.4061,2,2,2,0,0,1.0,115.4061,0.0,0.0,90,1.0,1,1.0
010_C105,10,C,2,2,OPTIMAL,75.1344,2,2,2,0,0,1.0,75.1344,0.0,0.0,90,1.0,1,1.0
010_C105,10,C,2,3,OPTIMAL,25.4447,2,1,1,0,1,0.5,24.2733,0.0,1.1714,90,1.0,1,1.0
010_C105,10,C,2,4,OPTIMAL,65.512,2,1,1,0,1,0.5,61.9991,0.0,3.5129,90,1.0,1,1.0
010_C105,10,C,2,5,OPTIMAL,52.6751,2,2,2,0,0,1.0,52.6751,0.0,0.0,90,1.0,1,1.0
010_C105,10,C,2,6,OPTIMAL,110.9684,2,2,2,0,0,1.0,110.9684,0.0,0.0,90,1.0,1,1.0
010_C105,10,C,2,7,OPTIMAL,20.3813,2,1,1,0,1,0.5,20.3124,0.0,0.069,90,1.0,1,1.0
010_C105,10,C,2,8,OPTIMAL,58.725,2,2,2,0,0,1.0,58.725,0.0,0.0,90,1.0,1,1.0
010_C105,10,C,2,9,OPTIMAL,122.757,2,2,2,0,0,1.0,122.757,0.0,0.0,90,1.0,1,1.0
010_C105,10,C,3,0,OPTIMAL,150.3293,3,3,3,0,0,1.0,150.3293,0.0,0.0,90,1.0,1,1.0
010_C105,10,C,3,1,OPTIMAL,131.7387,3,3,3,0,0,1.0,131.7387,0.0,0.0,90,1.0,1,1.0
010_C105,10,C,3,2,OPTIMAL,146.7235,3,3,3,0,0,1.0,146.7235,0.0,0.0,90,1.0,1,1.0
010_C105,10,C,3,3,OPTIMAL,87.8813,3,1,1,0,2,0.3333,82.1362,0.0,5.7451,90,1.0,1,1.0
010_C105,10,C,3,4,OPTIMAL,104.6115,3,3,3,0,0,1.0,104.6115,0.0,0.0,90,1.0,1,1.0
010_C105,10,C,3,5,OPTIMAL,131.8602,3,3,3,0,0,1.0,131.8602,0.0,0.0,90,1.0,1,1.0
010_C105,10,C,3,6,OPTIMAL,14.3177,3,0,0,0,3,0.0,0.0,0.0,14.3177,90,1.0,1,1.0
010_C105,10,C,3,7,OPTIMAL,123.8578,3,2,1,1,1,0.6667,121.9019,0.0,1.9558,90,1.0,1,1.0
010_C105,10,C,3,8,OPTIMAL,107.0857,3,2,2,0,1,0.6667,65.8633,0.0,41.2224,90,1.0,1,1.0
010_C105,10,C,3,9,OPTIMAL,96.0129,3,3,3,0,0,1.0,96.0129,0.0,0.0,90,1.0,1,1.0
010_C106,10,C,1,0,OPTIMAL,6.4458,1,0,0,0,1,0.0,0.0,0.0,6.4458,90,1.0,1,1.0
010_C106,10,C,1,1,OPTIMAL,5.6412,1,0,0,0,1,0.0,0.0,0.0,5.6412,90,1.0,1,1.0
010_C106,10,C,1,2,OPTIMAL,7.8471,1,0,0,0,1,0.0,0.0,0.0,7.8471,90,1.0,1,1.0
010_C106,10,C,1,3,OPTIMAL,57.6923,1,1,0,1,0,1.0,57.6923,0.0,0.0,90,1.0,1,1.0
010_C106,10,C,1,4,OPTIMAL,60.9054,1,1,1,0,0,1.0,60.9054,0.0,0.0,90,1.0,1,1.0
010_C106,10,C,1,5,OPTIMAL,73.5544,1,1,1,0,0,1.0,73.5544,0.0,0.0,90,1.0,1,1.0
010_C106,10,C,1,6,OPTIMAL,17.4135,1,1,1,0,0,1.0,17.4135,0.0,0.0,90,1.0,1,1.0
010_C106,10,C,1,7,OPTIMAL,37.4784,1,1,1,0,0,1.0,37.4784,0.0,0.0,90,1.0,1,1.0
010_C106,10,C,1,8,OPTIMAL,35.6712,1,1,1,0,0,1.0,35.6712,0.0,0.0,90,1.0,1,1.0
010_C106,10,C,1,9,OPTIMAL,32.0445,1,1,1,0,0,1.0,32.0445,0.0,0.0,90,1.0,1,1.0
010_C106,10,C,2,0,OPTIMAL,121.2316,2,2,2,0,0,1.0,121.2316,0.0,0.0,90,1.0,1,1.0
010_C106,10,C,2,1,OPTIMAL,115.4061,2,2,2,0,0,1.0,115.4061,0.0,0.0,90,1.0,1,1.0
010_C106,10,C,2,2,OPTIMAL,75.1344,2,2,2,0,0,1.0,75.1344,0.0,0.0,90,1.0,1,1.0
010_C106,10,C,2,3,OPTIMAL,25.4447,2,1,1,0,1,0.5,24.2733,0.0,1.1714,90,1.0,1,1.0
010_C106,10,C,2,4,OPTIMAL,96.053,2,2,2,0,0,1.0,96.053,0.0,0.0,90,1.0,1,1.0
010_C106,10,C,2,5,OPTIMAL,48.7669,2,1,1,0,1,0.5,31.874,0.0,16.8929,90,1.0,1,1.0
010_C106,10,C,2,6,OPTIMAL,110.9684,2,2,2,0,0,1.0,110.9684,0.0,0.0,90,1.0,1,1.0
010_C106,10,C,2,7,OPTIMAL,20.3813,2,1,1,0,1,0.5,20.3124,0.0,0.069,90,1.0,1,1.0
010_C106,10,C,2,8,OPTIMAL,58.725,2,2,2,0,0,1.0,58.725,0.0,0.0,90,1.0,1,1.0
010_C106,10,C,2,9,OPTIMAL,122.757,2,2,2,0,0,1.0,122.757,0.0,0.0,90,1.0,1,1.0
010_C106,10,C,3,0,OPTIMAL,150.3293,3,3,3,0,0,1.0,150.3293,0.0,0.0,90,1.0,1,1.0
010_C106,10,C,3,1,OPTIMAL,131.7387,3,3,3,0,0,1.0,131.7387,0.0,0.0,90,1.0,1,1.0
010_C106,10,C,3,2,OPTIMAL,146.7235,3,3,3,0,0,1.0,146.7235,0.0,0.0,90,1.0,1,1.0
010_C106,10,C,3,3,OPTIMAL,119.2936,3,2,1,1,1,0.6667,102.2143,0.0,17.0793,90,1.0,1,1.0
010_C106,10,C,3,4,OPTIMAL,104.6115,3,3,3,0,0,1.0,104.6115,0.0,0.0,90,1.0,1,1.0
010_C106,10,C,3,5,OPTIMAL,131.8602,3,3,3,0,0,1.0,131.8602,0.0,0.0,90,1.0,1,1.0
010_C106,10,C,3,6,OPTIMAL,54.382,3,2,0,2,1,0.6667,53.464,0.0,0.918,90,1.0,1,1.0
010_C106,10,C,3,7,OPTIMAL,123.8578,3,2,0,2,1,0.6667,121.9019,0.0,1.9558,90,1.0,1,1.0
010_C106,10,C,3,8,OPTIMAL,114.0704,3,2,1,1,1,0.6667,103.854,0.0,10.2163,90,1.0,1,1.0
010_C106,10,C,3,9,OPTIMAL,89.7185,3,2,2,0,1,0.6667,73.1949,0.0,16.5236,90,1.0,1,1.0
010_C107,10,C,1,0,OPTIMAL,6.4458,1,0,0,0,1,0.0,0.0,0.0,6.4458,90,1.0,1,1.0
010_C107,10,C,1,1,OPTIMAL,0.0013,1,0,0,0,1,0.0,0.0,0.0,0.0013,90,1.0,1,1.0
010_C107,10,C,1,2,OPTIMAL,40.1867,1,1,1,0,0,1.0,40.1867,0.0,0.0,90,1.0,1,1.0
010_C107,10,C,1,3,OPTIMAL,57.6923,1,1,1,0,0,1.0,57.6923,0.0,0.0,90,1.0,1,1.0
010_C107,10,C,1,4,OPTIMAL,60.9054,1,1,1,0,0,1.0,60.9054,0.0,0.0,90,1.0,1,1.0
010_C107,10,C,1,5,OPTIMAL,73.5544,1,1,1,0,0,1.0,73.5544,0.0,0.0,90,1.0,1,1.0
010_C107,10,C,1,6,OPTIMAL,17.4135,1,1,1,0,0,1.0,17.4135,0.0,0.0,90,1.0,1,1.0
010_C107,10,C,1,7,OPTIMAL,37.4784,1,1,1,0,0,1.0,37.4784,0.0,0.0,90,1.0,1,1.0
010_C107,10,C,1,8,OPTIMAL,5.5276,1,0,0,0,1,0.0,0.0,0.0,5.5276,90,1.0,1,1.0
010_C107,10,C,1,9,OPTIMAL,32.0445,1,1,1,0,0,1.0,32.0445,0.0,0.0,90,1.0,1,1.0
010_C107,10,C,2,0,OPTIMAL,88.176,2,1,1,0,1,0.5,42.5327,0.0,45.6433,90,1.0,1,1.0
010_C107,10,C,2,1,OPTIMAL,115.4061,2,2,2,0,0,1.0,115.4061,0.0,0.0,90,1.0,1,1.0
010_C107,10,C,2,2,OPTIMAL,75.1344,2,2,2,0,0,1.0,75.1344,0.0,0.0,90,1.0,1,1.0
010_C107,10,C,2,3,OPTIMAL,27.9639,2,1,1,0,1,0.5,24.2733,0.0,3.6907,90,1.0,1,1.0
010_C107,10,C,2,4,OPTIMAL,65.512,2,1,1,0,1,0.5,61.9991,0.0,3.5129,90,1.0,1,1.0
010_C107,10,C,2,5,OPTIMAL,38.2433,2,1,1,0,1,0.5,31.874,0.0,6.3694,90,1.0,1,1.0
010_C107,10,C,2,6,OPTIMAL,110.9684,2,2,2,0,0,1.0,110.9684,0.0,0.0,90,1.0,1,1.0
010_C107,10,C,2,7,OPTIMAL,20.3813,2,1,1,0,1,0.5,20.3124,0.0,0.069,90,1.0,1,1.0
010_C107,10,C,2,8,OPTIMAL,58.725,2,2,2,0,0,1.0,58.725,0.0,0.0,90,1.0,1,1.0
010_C107,10,C,2,9,OPTIMAL,122.757,2,2,2,0,0,1.0,122.757,0.0,0.0,90,1.0,1,1.0
010_C107,10,C,3,0,OPTIMAL,150.3293,3,3,3,0,0,1.0,150.3293,0.0,0.0,90,1.0,1,1.0
010_C107,10,C,3,1,OPTIMAL,131.7387,3,3,3,0,0,1.0,131.7387,0.0,0.0,90,1.0,1,1.0
010_C107,10,C,3,2,OPTIMAL,146.7235,3,3,3,0,0,1.0,146.7235,0.0,0.0,90,1.0,1,1.0
010_C107,10,C,3,3,OPTIMAL,103.3134,3,2,2,0,1,0.6667,103.2614,0.0,0.052,90,1.0,1,1.0
010_C107,10,C,3,4,OPTIMAL,104.6115,3,3,3,0,0,1.0,104.6115,0.0,0.0,90,1.0,1,1.0
010_C107,10,C,3,5,OPTIMAL,99.7021,3,2,2,0,1,0.6667,54.8944,0.0,44.8077,90,1.0,1,1.0
010_C107,10,C,3,6,OPTIMAL,3.9983,3,0,0,0,3,0.0,0.0,0.0,3.9983,90,1.0,1,1.0
010_C107,10,C,3,7,OPTIMAL,161.3143,3,3,3,0,0,1.0,161.3143,0.0,0.0,90,1.0,1,1.0
010_C107,10,C,3,8,OPTIMAL,106.4931,3,2,2,0,1,0.6667,103.854,0.0,2.639,90,1.0,1,1.0
010_C107,10,C,3,9,OPTIMAL,76.7066,3,2,2,0,1,0.6667,73.1949,0.0,3.5117,90,1.0,1,1.0
010_C108,10,C,1,0,OPTIMAL,6.4458,1,0,0,0,1,0.0,0.0,0.0,6.4458,90,1.0,1,1.0
010_C108,10,C,1,1,OPTIMAL,0.0013,1,0,0,0,1,0.0,0.0,0.0,0.0013,90,1.0,1,1.0
